N,P,K,temperature,humidity,ph,soil_moisture,label
74,39,38,23.24113501,84.59201843,7.782051312999999,820.4487487610477,rice
79,43,39,21.66628296,80.70960551,7.062779015,734.7504971468268,rice
88,55,45,24.63544858,80.41363018,7.730367824,900.1480278398332,rice
60,36,43,23.43121862,83.06310136,5.286203711000001,769.7937240599205,rice
76,60,39,20.0454142,80.3477562,6.766240045,726.141816696587,rice
93,56,42,23.85724032,82.22572988,7.382762603,674.1542627345698,rice
65,60,43,21.97199397,81.89918197,5.658169482000001,798.5467195083925,rice
95,52,36,26.22916897,83.83625819,5.543360237999999,1026.5420305001935,rice
75,38,39,23.44676801,84.79352417,6.215109715,1016.6175551865634,rice
74,54,38,25.65553461,83.47021081,7.120272972,760.0564002250712,rice
91,36,45,24.44345477,82.45432595,5.950647577000001,955.1028035374924,rice
71,46,40,20.2801937,82.1235421,7.236705436,662.0451087627222,rice
99,55,35,21.7238313,80.2389895,6.501697816,993.5992204619564,rice
72,40,38,20.41447029,82.20802629,7.592490617,867.1150353158512,rice
83,58,45,25.75528612,83.51827127,5.875345751,869.0869946519176,rice
93,58,38,20.61521424,83.77345559,6.932400225,999.6997623981526,rice
70,36,42,21.84106875,80.72886384,6.9462098810000015,702.2524490843861,rice
76,47,42,20.08369642,83.29114712,5.739175027000001,938.376589166216,rice
99,41,36,24.45802087,82.74835604,6.738652179,625.8403475157695,rice
99,54,37,21.14347496,80.33502926,5.5948196260000005,687.9480194031755,rice
86,59,35,25.78720567,82.11124033,6.946636369,860.7965522439417,rice
69,46,41,23.64124821,80.28597873,5.012139669,936.3455049151439,rice
91,56,37,23.43191632,80.56887849,6.363472207999999,960.9919784416578,rice
61,52,41,24.97669518,83.891805,6.880431223,711.5671868823707,rice
67,45,38,22.72791041,82.17068809999998,7.300410836,927.7767933499877,rice
79,42,37,24.87300744,82.84022551,6.587918707999999,1061.6255427836018,rice
78,43,42,21.32376327,83.00320459,7.283736617000001,663.4566860886486,rice
75,54,36,26.29465461,84.56919326,7.023936392,914.6855803106406,rice
97,36,45,22.2286982,81.85872947,6.939083505,994.0485450677039,rice
67,47,44,26.73072391,81.78596776,7.868474653,1003.012131130413,rice
73,35,38,24.88921174,81.97927117,5.005306977,638.8872140740779,rice
77,36,37,26.88444878,81.46033732,6.136131869,672.1567621537697,rice
81,41,38,22.67846116,83.72874389,7.5240800760000015,696.583792685303,rice
68,57,43,26.08867875,80.37979919,5.706943251,627.1614844648187,rice
72,45,35,25.42977518,82.94682591,5.758506323,675.1666419352371,rice
61,53,43,26.40323239,81.05635517,6.349606327,783.1406633334243,rice
67,43,39,26.04371967,84.96907151,5.9999690260000005,642.0001581767987,rice
67,58,39,25.2827223,80.54372813,5.453592032,770.6064700823151,rice
66,60,38,22.08576562,83.47038318,6.372576327000001,815.4032964976428,rice
82,43,38,23.28617173,81.43321641,5.105588355,856.1900595986091,rice
84,50,44,25.48591986,81.40633547,5.9353444060000005,626.2000216085103,rice
81,53,42,23.67575393,81.03569343,5.17782304,822.9858423970511,rice
91,50,40,20.82477109,84.1341879,6.462391607000001,809.5736717011866,rice
93,53,38,26.92995077,81.91411159,7.069172227,1042.620736134931,rice
90,44,38,23.83509503,83.88387074,7.473134377,851.8891309377904,rice
81,45,35,26.52872817,80.12267476,6.158376967000001,765.9832642412947,rice
78,40,38,26.46428311,83.85642678,7.549873681,878.9669203326007,rice
60,51,36,22.69657794,82.81088865,6.028321557999999,912.7773613313175,rice
88,46,42,22.68319059,83.46358271,6.604993475,670.956030295298,rice
93,47,37,21.53346343,82.14004101,6.500343222000001,1062.8414875204435,rice
60,55,45,21.40865769,83.32931909999998,5.935745417000001,1030.6602743257977,rice
78,35,44,26.54348085,84.67353597,7.072655622,629.9289581469159,rice
65,37,40,23.35905428,83.59512273,5.333322606,648.3992031231243,rice
    71,54,16,22.61359953,63.69070564,5.7499144210000015,260.39013591214155,maize
61,44,17,26.10018422,71.57476937,6.931756557999999,316.31167272184047,maize
80,43,16,23.55882094,71.59351368,6.657964753,179.28517168373952,maize
73,58,21,19.97215954,57.68272924,6.596060648,155.8928660604965,maize
61,38,20,18.47891261,62.69503871,5.970458434,174.34476113822518,maize
68,41,16,21.77689322,57.80840636,6.158830619,315.6175057357754,maize
93,41,17,25.6217169,66.50415474,6.047906679,328.6442880102817,maize
89,60,19,25.19192419,66.69029010000001,5.913664501,223.02428564648022,maize
76,44,17,20.41683147,62.55424820000001,5.855442401,173.72655731499594,maize
67,60,25,24.92162194,66.78627406,5.750254943,343.1029894001607,maize
70,44,19,23.31689124,73.4541537,5.852607099,285.59172622934227,maize
90,49,21,24.84016732,68.3584573,6.4725232870000005,207.5598877514429,maize
62,52,16,22.27526694,58.84015925,6.9670577620000005,168.29974640082403,maize
92,44,16,18.87751445,65.76816093,6.082973754,287.38334141024296,maize
66,54,21,25.19008683,60.200168700000006,5.919045532,200.11614884335438,maize
63,58,22,18.25405352,55.28220433,6.204747652999999,167.73452806461376,maize
70,47,17,24.612911800000006,70.4162444,6.600827017,323.6219426381009,maize
61,41,17,25.1420613,65.26185135,6.021902237000001,217.69747905385302,maize
66,53,19,23.09348056,60.11593810000001,6.033550195,174.57201896692885,maize
74,55,19,18.05033737,62.89366992,6.28886807,246.80785525288061,maize
77,57,21,24.9321581,73.80435276,6.550563822999999,229.47885235622726,maize
99,50,15,18.14710054,71.09445342,5.573286437,261.61598166391394,maize
74,56,22,18.28362235,66.65952796,6.829199275,234.23941324993015,maize
83,45,21,18.83344471,58.75082029,5.716222912,229.52704758293123,maize
100,48,16,25.71895816,67.22190688,5.54990242,209.33374140342235,maize
79,51,16,25.33797709,68.49835977,6.586244581,293.9439831756506,maize
94,39,18,23.89114571,57.48775781,5.893093135,318.48562827450314,maize
75,49,15,21.53574127,71.50905983,5.918263801,317.1560769044863,maize
78,48,22,23.08974909,63.10459626,5.588650585,193.6051893997473,maize
87,54,20,25.61707368,63.4711755,6.576418207000001,341.61557936036576,maize
87,35,25,21.44526922,63.1621551,6.178056304,176.08391860303172,maize
63,43,19,18.51816776,55.53128131,6.641906353,272.8356474959567,maize
84,57,25,22.53510514,67.99257471,6.489040367,170.3754213392609,maize
64,35,23,23.02038334,61.89472002,5.680361037999999,165.09336988296235,maize
60,46,22,24.89364635,65.61418761,6.625404347999999,261.04650519432215,maize
98,44,21,25.77175115,74.089114,6.524478032,336.4609003726661,maize
75,56,18,19.39851734,62.35750641,5.696205468,157.05033099564986,maize
86,55,21,21.54156232,59.64024162,6.803931519,345.166544804604,maize
98,35,18,23.79746068,74.82913698,6.252797547999999,275.82441189167935,maize
76,57,18,18.9802729,74.52600826,6.092725883,285.4582138701714,maize
99,56,17,24.10859207,73.13112261,6.234330356,196.07572580625978,maize
60,44,23,24.7947077,70.04556743,5.722579819,217.8672500966467,maize
74,48,17,21.63162756,60.27766379,6.430616465,188.91494339050638,maize
89,60,17,25.37548751,57.21025565,5.983952675,314.1305309113585,maize
69,51,23,22.21738222,72.85462807,6.80163854,333.0999274500218,maize
96,46,22,20.58314011,69.00128641,6.499936446,177.64279798522867,maize
61,60,15,24.87502824,68.74248334,6.265564338,273.8861608154423,maize
74,58,18,20.03728219,56.35606753,6.727303282,342.36251842757434,maize
74,43,23,25.95263264,61.89082199,6.325235159,305.95581173272797,maize
63,43,17,19.28889933,65.47050802,6.807487794,197.01596194803582,maize
99,36,20,20.57981887,65.34583901,6.671085817000001,224.10229455518476,maize
77,36,23,24.71417533,56.73426469,6.648725327,263.06572753269154,maize
87,60,23,20.27317074,63.91281869,6.439071996,163.03133927429215,maize
60,38,17,18.41932981,64.23580251,6.474476516,216.65112842104602,maize
94,54,17,23.39128187,61.74427165,5.871647806,335.79254909842894,maize
95,38,22,19.84939404,61.24500053,5.730617109,310.53969179744706,maize
84,44,21,21.869274,61.91044947,5.850439831,335.5935581423175,maize
77,58,19,22.8056033,56.50768935,5.791649933,313.72518618804514,maize
66,44,20,19.0781471,69.02298571,6.740000687999999,233.2734842126411,maize
63,35,16,22.02720976,65.35549924,6.272417541,244.8675655645927,maize
79,45,20,23.80546189,59.24537979,5.715208817000001,268.88112560487883,maize
72,60,25,18.52510753,69.0276233,5.773454729,261.71160784982106,maize
67,51,24,23.50297882,61.32026065,5.584171461,171.7988487434241,maize
86,36,24,26.54986394,72.89187265,5.787268394,204.79058874752414,maize
76,48,18,19.29563411,69.63481219,5.77597783,242.8534122710922,maize
75,53,18,20.68899915,59.4375337,6.864793607,321.6514203994033,maize
81,45,23,19.32666088,68.03449300000001,6.192360002999999,246.78301802395274,maize
73,45,21,24.60532218,73.58868502,6.636803222999999,294.4379888270308,maize
71,35,24,22.27373646,59.52193158,5.826426917,184.09256017162357,maize
96,54,22,25.70196694,61.33450447,6.960358276,242.84110508178773,maize
99,39,18,19.20129357,68.30578978,6.11275104,260.74241346363647,maize
62,48,20,21.70181447,60.47470519,6.708446922,291.0531454009902,maize
86,37,16,20.51716779,59.21235483,5.561510732,182.7167146450165,maize
94,50,19,23.30355338,73.62548442,5.873242491,298.28846810669904,maize
76,39,24,24.2547451,55.64709899,6.995843776,169.7192991160137,maize
77,52,17,24.86374934,65.7420046,5.714799723,214.37513432934514,maize
74,39,23,22.6265115,65.77472881,6.78073637,261.98209039096275,maize
81,49,20,18.04185513,60.61494304,5.513697923,323.8900368529394,maize
63,42,21,23.26237612,72.33125523,5.798423907999999,180.758877720304,maize
99,38,21,22.88330922,71.59722446,6.352471866,183.17018520728536,maize
90,52,25,25.97482359,69.36385721,6.822586546,320.00146917326936,maize
68,40,19,26.14384005,66.20569924,6.655426355,335.46998511553363,maize
60,57,24,18.66116213,61.55327249,6.1212940410000005,211.32890423387823,maize
71,52,18,25.10787449,55.97732754,5.790770202999999,223.3881104372386,maize
61,59,17,23.33844615,59.24580604,6.47444292,326.88200919847,maize
88,38,15,25.08239719,65.92195844,6.455116637000001,162.9865810926124,maize
65,60,22,25.36768364,72.52054555,6.6069840860000015,338.07693872221023,maize
78,37,22,25.34217103,63.31801994,6.330554389,209.35653277313452,maize
78,58,15,25.00933355,67.816568,6.5286312660000005,164.61213103762287,maize
92,60,23,18.66746724,71.516474,5.721667141,191.67079952042153,maize
79,59,17,20.37999665,63.73849998,6.644205485,340.3629971213429,maize
91,55,15,18.09300227,72.61024172,6.376651091,226.47516550841058,maize
76,51,18,26.16985907,71.96246617,6.247040422,229.89697807152103,maize
87,48,25,18.65396672,61.37879671,6.656730007999999,282.9829918246492,maize
71,60,22,26.07470121,59.37147589,6.2048017,252.6703070462116,maize
90,57,24,18.92851916,72.80086137,6.158860284,239.50477290509684,maize
67,35,22,23.30546753,63.24648023,6.385684213999999,341.34544476023393,maize
60,54,19,18.74826712,62.49878458,6.417820493,192.83143844393487,maize
83,58,23,19.74213321,59.66263104,6.381201909,174.6156044956591,maize
83,57,19,25.73044432,70.74739256,6.877869005,302.7096266154817,maize
40,72,77,17.02498456,16.98861173,7.485996067,263.4420128596786,chickpea
23,72,84,19.02061277,17.13159126,6.920251378,230.19660547156602,chickpea
39,58,85,17.88776475,15.40589717,5.9969320370000005,186.33718163365822,chickpea
22,72,85,18.86805647,15.65809214,6.391173589,263.284959087783,chickpea
36,67,77,18.36952567,19.56381041,7.152811172000001,227.63926541572144,chickpea
32,73,81,20.45078582,15.40312102,5.988992796000002,279.37230500060923,chickpea
58,70,84,20.6543203,16.60820843,6.231049027999999,209.90504886150185,chickpea
59,70,84,17.3348681,18.74926979,7.550808267000001,240.56763142295355,chickpea
42,62,75,18.17912258,18.90426935,7.010570541,237.60950865696668,chickpea
28,74,81,18.01272266,18.30968112,8.753795334,238.13266383164873,chickpea
58,66,79,20.99373558,19.33470387,8.718192847000001,282.7224381306347,chickpea
43,66,79,19.46233971,15.22538951,7.976607593,209.6064470509284,chickpea
58,63,81,19.81344531,14.69765308,6.515499548999999,226.4888567905538,chickpea
23,62,85,18.97424756,19.5161216,8.490127142,233.21841759430103,chickpea
27,62,77,18.19737048,14.71070537,6.576415562,192.6303521320138,chickpea
28,72,84,18.72963144,19.18197264,6.481783042999999,198.02043052133823,chickpea
50,56,76,20.99502153,19.8601304,7.966605025,205.44969387298173,chickpea
39,71,84,20.28155898,16.39535215,8.140825437,240.20546338033674,chickpea
25,78,76,17.48042641,15.7559405,7.228963452,180.24831657616892,chickpea
31,70,77,20.88818675,14.32313811,6.492546046,270.80887893154846,chickpea
26,80,83,17.08498521,16.14565756,7.528599957000001,196.9795018857474,chickpea
25,68,77,20.09340593,15.11279612,7.701446446,252.63995002189088,chickpea
31,78,76,17.57212145,14.99927489,8.519975748,266.36892385992945,chickpea
60,68,83,19.12065218,18.43475844,6.620900869,251.79362248795425,chickpea
59,62,83,18.57665902,19.22008229,8.104396057999999,203.2989212296765,chickpea
22,67,78,17.16606398,14.42457525,6.204090835,200.89837786411925,chickpea
36,65,80,18.2872007,16.67921616,6.051091339,210.71975331454905,chickpea
59,60,84,19.03025305,18.66725565,7.690962337999999,287.18298837262853,chickpea
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,244.91870421958794,chickpea
43,68,81,17.47809436,17.93253975,6.761599706,226.31714235111983,chickpea
28,76,82,20.56601874,14.25803981,6.654425315,244.96999163420617,chickpea
42,79,85,17.22385224,15.82069268,6.129533877,217.2782594021554,chickpea
32,60,83,19.69141713,19.44225438,8.829273328,275.8141762736062,chickpea
22,78,76,17.84851658,19.09172907,8.621662982,216.31029102038931,chickpea
31,79,75,18.8202251,16.1074793,8.204862075,267.99062081891225,chickpea
28,58,81,17.47500984,16.54314829,6.18042747,281.94198620720636,chickpea
57,58,77,18.72649425,17.58406365,7.978996755,235.11073964769994,chickpea
49,55,78,18.65580107,16.17772668,7.863113671,237.06102811054606,chickpea
46,76,77,18.2356751,19.68538502,6.967843048,244.92921511427883,chickpea
54,61,77,18.81198127,15.21618225,6.206582192999999,221.0064356050324,chickpea
38,60,76,18.65054116,17.80852431,8.868741443,222.49073368140478,chickpea
59,55,79,20.36720401,16.89574311,8.766128654,239.16912324090774,chickpea
36,76,75,18.38120357,16.63805158,8.736337905,193.9360567061151,chickpea
57,68,81,17.17012591,17.30457712,8.081095263,202.66995143468316,chickpea
35,66,81,19.37101121,15.77458129,6.138243973,250.7092341082017,chickpea
35,64,78,17.92845928,14.27327988,7.496645259,251.19336468795976,chickpea
52,60,79,19.45339934,18.23490739,8.380185271,213.63905340395993,chickpea
27,76,83,19.12829388,14.92241479,6.289614016,267.5565013817852,chickpea
57,60,84,19.1034283,17.26184541,6.586777189,213.09649930368712,chickpea
52,68,78,17.48504075,16.96070581,6.89655198,253.80308678870384,chickpea
43,79,79,19.40751744,18.98030507,7.8067476560000015,231.44429572012484,chickpea
44,74,85,20.18649426,19.63719995,7.150681303,223.77212791088178,chickpea
24,55,78,17.30287885,15.15405941,6.64919573,213.43145775025502,chickpea
29,77,75,17.50361137,15.48083156,7.778591617999999,203.28065949218612,chickpea
20,60,78,18.17234999,14.70085967,6.358740355,272.0184899547078,chickpea
56,67,78,17.57445618,16.71826572,8.255450758,222.0702725286916,chickpea
37,66,85,20.93175255,18.91295403,6.456148474,223.03473798562118,chickpea
49,71,76,19.71098332,17.63879418,6.613072145,251.98541303885554,chickpea
59,69,80,19.07937684,17.86754927,8.165359297,189.64027815818457,chickpea
20,79,77,18.54988627,16.02542689,7.64867466,216.31393526494034,chickpea
24,56,85,18.19903647,17.41333199,6.545888558,232.94728805095326,chickpea
51,72,75,18.88852533,14.99451145,7.1042247970000005,230.90728092091206,chickpea
57,73,85,18.49311205,14.72115044,7.358099622,276.5282418926975,chickpea
22,64,82,19.48974337,17.17260319,6.4740245000000005,259.4402538325084,chickpea
52,73,79,17.25769499,18.74943955,7.840339388999999,284.45740588608965,chickpea
29,75,75,19.62416326,18.71483156,7.064790365,263.08481155355037,chickpea
44,59,78,20.67526473,19.85388984,7.599033472,248.91764849419167,chickpea
41,69,82,20.02381489,16.63294455,6.715587232000001,187.98990617245337,chickpea
52,56,85,20.118744600000007,14.44228303,6.81712422,263.9449005669025,chickpea
34,76,80,20.65691793,15.84572566,7.985417393,173.57285134777032,chickpea
42,74,83,19.2582557,14.2804191,7.545258424,175.66338428479267,chickpea
34,71,79,17.927806,15.85622899,7.728998197,209.81105089766194,chickpea
27,73,79,19.16288268,15.83500655,7.354973451,240.87725913950672,chickpea
30,70,79,20.26942271,19.96978871,7.313122235,190.55889658546545,chickpea
57,57,75,17.09104223,18.25142068,7.785039076,258.5201749858654,chickpea
27,79,82,17.06579293,17.54024066,6.307004922999999,195.28888188343993,chickpea
32,71,85,20.62767492,14.44008871,6.4039823160000005,276.99217431564824,chickpea
31,76,82,20.8248451,17.85057083,7.599279991,227.41381486802476,chickpea
33,75,84,19.46210401,18.72831993,7.217018459,187.35765298775,chickpea
47,80,77,17.18248372,16.42891834,7.561108006,202.9163982524897,chickpea
54,62,80,17.48911699,16.39055394,7.489545074,228.38713690007484,chickpea
47,79,78,17.48395377,14.76014523,6.609696734,173.09309242746002,chickpea
35,57,83,19.48316794,17.44534641,7.476800943,232.4002381257117,chickpea
53,73,77,19.71359733,18.09665739,7.325451279,205.9794506751532,chickpea
45,61,78,19.48649305,16.06240074,6.489389282,236.36997983393474,chickpea
37,78,79,19.95264829,14.82633099,7.786366322,263.9423743517235,chickpea
30,75,81,19.41789736,16.80472243,6.4084378860000015,186.12820774652437,chickpea
37,55,82,19.45591848,18.02235902,8.423873703,224.49958154910652,chickpea
53,65,76,20.19137759,16.41998269,8.719960893,220.21622926756666,chickpea
22,60,85,18.8392908,14.74071856,7.811997977000001,287.46044519201786,chickpea
60,61,78,20.71219282,19.83643308,6.317153205,284.5874174406052,chickpea
42,67,77,18.99424448,15.9362937,7.114405288,225.45546081184222,chickpea
39,76,76,19.96837462,15.57324389,8.135900726000001,188.6819533628019,chickpea
35,63,76,17.81564548,17.60756635,7.714153037999999,272.19159430784157,chickpea
30,65,82,20.71424384,15.27824066,7.103798069,218.06109652943843,chickpea
57,56,78,17.34150229,18.75626255,8.861479668,184.04435719662098,chickpea
48,65,78,17.43732714,14.33847406,7.861128148,203.85119370090615,chickpea
36,56,83,18.89780215,19.76182946,7.4526709,188.44115532450294,chickpea
40,58,75,18.59190771,14.77959596,7.168096055,267.5227567704854,chickpea
49,69,82,18.31561493,15.36143547,7.26311855,237.3671501267528,chickpea
13,60,25,17.13692774,20.59541693,5.68597166,416.5022521853241,kidneybeans
25,70,16,19.63474332,18.90705639,5.759237003,332.0918876820481,kidneybeans
31,55,22,22.91350245,21.33953114,5.873171894,343.1389480588687,kidneybeans
40,64,16,16.43340342,24.24045875,5.926676985,463.2037514805392,kidneybeans
2,61,20,22.13974653,23.02251117,5.95561668,217.53064978175436,kidneybeans
26,65,22,17.84806561,18.77621951,5.9499490810000015,473.71459066124584,kidneybeans
17,57,21,19.88394011,20.31564139,5.789214288999999,156.9261001730103,kidneybeans
26,80,18,19.32509638,23.3334788,5.581021521,325.99569751414504,kidneybeans
17,59,17,18.416700100000003,23.42829938,5.689858133,434.7097646922153,kidneybeans
27,59,22,21.81167649,23.20591245,5.794158503999999,423.45624338267004,kidneybeans
28,58,24,19.72702528,18.28173015,5.748190462999999,476.27681923816715,kidneybeans
25,57,19,17.15432954,19.87070659,5.566522896,261.3043531901816,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,477.7943138782725,kidneybeans
25,60,22,21.63149148,21.17919701,5.887263027,440.04834010231605,kidneybeans
12,78,23,16.06522754,18.72479695,5.99812453,261.57300111925315,kidneybeans
6,77,25,20.61162204,24.36314135,5.792744849,190.53517649928838,kidneybeans
22,79,17,21.42451099,20.39659714,5.912289889,371.26078599373477,kidneybeans
27,80,15,19.07096165,21.21092266,5.7883869510000014,254.45223003075614,kidneybeans
10,55,23,21.18853178,19.63438599,5.728233081,450.95712919978405,kidneybeans
23,65,20,23.0429097,22.42610972,5.833940084,339.8348407090417,kidneybeans
19,78,16,20.65375833,23.10538637,5.967533236,183.13131453751672,kidneybeans
19,65,25,18.09551014,18.29318436,5.6250964460000015,480.23632663897456,kidneybeans
22,70,19,18.23775702,21.07643273,5.515615023,189.8072886094043,kidneybeans
37,64,22,17.48189735,18.8251973,5.954665349,392.15206704329995,kidneybeans
11,71,17,19.9191786,21.47324158,5.74644777,240.83052070858236,kidneybeans
18,79,20,20.27514686,23.2353604,5.877347515,460.81516612971654,kidneybeans
21,63,17,15.77370214,19.2303162,5.979973965,339.7412050263465,kidneybeans
24,80,22,16.71170642,19.17651433,5.635993966,295.13535555202026,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,310.1628835566776,kidneybeans
16,75,21,18.50692825,23.61670065,5.679224346,257.6600762196798,kidneybeans
17,77,23,24.51324787,20.81527638,5.670062975,169.5517081206316,kidneybeans
37,72,18,18.87614998,24.54038287,5.724242065,328.43836483260793,kidneybeans
40,73,20,21.59343016,20.31871249,5.811314232000001,157.77021153935752,kidneybeans
9,77,17,20.12373284,24.45202552,5.783425416,331.31467820955817,kidneybeans
1,62,23,15.43546065,18.37477907,5.607808432000001,458.03213571440676,kidneybeans
33,59,22,22.64236876,21.59396123,5.946999529,393.8808419807503,kidneybeans
23,59,19,21.98560799,24.87304788,5.852046999,421.54519222674594,kidneybeans
6,62,22,20.53052663,18.09224048,5.824090984,386.41135609325374,kidneybeans
25,63,20,15.78601387,21.14544088,5.502999119,288.95762213564484,kidneybeans
7,79,23,19.6365349,19.68751084,5.821649914,294.69601992944865,kidneybeans
8,72,17,20.57341244,19.7520218,5.711439256,260.8494559772549,kidneybeans
27,64,15,20.16080524,24.84207559,5.514927264,454.97139895365433,kidneybeans
28,66,23,21.53989176,24.25386207,5.99616119,387.3379716512925,kidneybeans
32,57,18,15.53834801,23.75560241,5.695422862999999,336.04406349625185,kidneybeans
27,56,22,19.91853092,20.70099804,5.833010957999999,340.8950192022103,kidneybeans
17,77,24,20.76952209,18.93146941,5.568456899,342.3441314451979,kidneybeans
0,65,15,23.46168338,23.22197648,5.645435626,291.5490737097837,kidneybeans
13,72,21,24.32116642,21.0278674,5.821194486,154.44270247747286,kidneybeans
34,60,23,20.12574053,24.96969858,5.659254981,307.76724147183285,kidneybeans
9,80,19,21.80619564,18.57086554,5.945465949,404.3224152270086,kidneybeans
11,72,20,19.52226241,24.92607153,5.9511774520000005,358.9765860068066,kidneybeans
3,67,24,17.00067625,19.90790546,5.520880013999999,320.2683016875477,kidneybeans
35,69,23,16.78791503,24.96881755,5.578410206,212.95104993885005,kidneybeans
3,77,25,24.84906168,22.89464642,5.608165195,161.91112395690755,kidneybeans
23,62,19,16.51783455,20.4555596,5.609435127999999,302.8647038773613,kidneybeans
22,71,17,18.15300153,19.38602098,5.509295379,337.22264177406635,kidneybeans
31,79,25,23.18864385,22.3104551,5.902033406,166.41811403121463,kidneybeans
34,59,18,23.38002569,21.98879437,5.744117663,260.0410695485495,kidneybeans
12,63,17,18.358923,19.37703396,5.717143397,455.6596938087591,kidneybeans
27,56,20,19.25975367,20.51346956,5.542690119,288.12138916990807,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,337.3796978588868,kidneybeans
24,67,22,20.120043,22.89845607,5.618844277000001,325.40521008737,kidneybeans
11,71,24,21.14011423,22.7182355,5.6066203460000015,467.96024578959526,kidneybeans
37,74,15,24.92360104,18.22590825,5.582178402,163.8231227952812,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,443.7743214936106,kidneybeans
34,66,17,18.81097271,21.27833035,5.889614577000001,404.2747932587534,kidneybeans
20,69,15,23.44260668,22.77255917,5.934136378,336.15456464219403,kidneybeans
37,65,16,22.8352024,18.97267518,5.683548308,167.23025333484614,kidneybeans
18,74,15,24.9035819,22.27512704,5.70836603,486.7221205339571,kidneybeans
4,67,25,23.78709569,24.35679348,5.948164454,383.2870277739297,kidneybeans
37,56,25,22.05592283,19.60379304,5.774755143999999,410.6030414998011,kidneybeans
5,59,15,18.87492997,20.18238348,5.97229163,439.3397254305516,kidneybeans
11,61,21,18.62328774,23.02410338,5.532100554,443.79839518746377,kidneybeans
22,80,20,23.00884744,18.86880997,5.669560726,308.0328180678635,kidneybeans
12,61,19,19.33162606,24.13995025,5.655726817000001,186.19534181949788,kidneybeans
5,74,21,16.24469193,21.35793891,5.591704013999999,180.2511181450632,kidneybeans
27,69,22,17.91652287,24.90814655,5.932323085,188.64039626925276,kidneybeans
